nom_methode_dpe;version_methode_dpe;date_etablissement_dpe;consommation_energie;classe_consommation_energie;estimation_ges;classe_estimation_ges;annee_construction;surface_thermique_lot;latitude;longitude;tr001_modele_dpe_type_libelle;tr002_type_batiment_description;code_insee_commune_actualise;tv016_departement_code;geo_adresse;geo_score
MÇthode 3CL;3CL-DPE, version 1.3;15/05/2013;419;F;99;G;1948;72;47,575002;0,314668;Vente;Maison Individuelle;38370;38;Rue Pierre et Marie Curie (Pont) Villiers-au-Bouin;0,73
MÇthode Facture;;16/05/2013;0;N;0;N;1947;45,9;44,4132612;2,2818732;Location;Maison Individuelle;41200;41;Avenue de Villefranche (Pont) Rignac;0,71
3CL - DPE;V2012;16/05/2013;346,43;F;16,99;C;1975;40,19;43,681286;-1,382378;Vente;Maison Individuelle;40296;40;Rue des Pluviers 40510 Seignosse;0,34
TROIS_CL_DPE;VERSION_2012;03/05/2013;320,08;E;16,78;C;1978;3443;45,777314;4,823496;Vente;BÉtiment collectif Ö usage principal d'habitation;69384;69;31 Rue Henri Gorjus 69004 Lyon;0,65
MÇthode 3CL;3CL-DPE, version 1.3;04/06/2013;116;C;2;A;2006;66,08;;;Vente;Logement;20137;2A;;0
3CL - DPE;V2012;27/06/2013;427,99;F;73,32;F;1989;78;;;Vente;Maison Individuelle;48040;48;;0
TROIS_CL_DPE;VERSION_2012;07/06/2013;99,55;C;23,29;D;2012;120;43,061039;1,738572;Location;Maison Individuelle;09022;09;Rue du Marronnier 09100 Arvigna;0,36
MÇthode 3CL;3CL-DPE, version 1.3;21/06/2013;163;D;6;B;2006;80;;;Vente;Maison Individuelle;15500;15;;0
FACTURE - DPE;V2012;13/05/2013;194,9;D;10,43;B;2006;135,75;46,400575;6,754619;Neuf;Maison Individuelle;74175;74;19 Route des plantÇes 74500 Meillerie;0,51
3CL - DPE;V2012;22/05/2013;412,8;F;13,44;C;1947;28;48,074427;6,88159;Vente;Logement;88196;88;46 Boulevard Kelsch 88400 GÇrardmer;0,96
MÇthode Facture;;07/05/2013;182;D;42;E;1947;68,71;;;Vente;Logement;91210;91;;0
3CL - DPE;V2012;15/05/2013;145,75;C;34,11;D;1988;85;48,79465;2,335212;Vente;Logement;94016;94;1 Rue Camille Desmoulins 94230 Cachan;0,97
MÇthode Facture;;06/05/2013;807;G;26;D;1947;42,98;48,044603;-2,015156;Vente;Maison Individuelle;35340;35;la Garelais 35380 Treffendel;0,39
3CL - DPE;V2012;08/05/2013;246,49;E;13,13;C;2010;104,12;47,843844;-3,267339;Location;Maison Individuelle;56090;56;11 Route de Kerguer 56650 Inzinzac-Lochrist;0,96
3CL - DPE;V2012;11/06/2013;133,32;C;30,24;D;1988;162;;;Vente;Maison Individuelle;19134;19;;0
MÇthode 3CL;3CL-DPE, version 1.3;27/05/2013;291;E;15;C;1983;83;;;Vente;Maison Individuelle;36500;36;;0
MÇthode 3CL;3CL-DPE, version 1.3;16/05/2013;320;E;64;F;1948;125;;;Vente;Maison Individuelle;47510;47;;0
3CL - DPE;V2012;31/05/2013;0;N;0;N;1974;53,76;47,462281;3,522443;Vente;Maison Individuelle;58079;58;11 Place de l'Abattoir 58500 Clamecy;0,73
3CL - DPE;V2012;07/05/2013;254,65;E;11,85;C;1970;49,19;46,992804;-1,816706;Location;Maison Individuelle;44087;44;6a Place du port (Machecoul) 44270 Machecoul-Saint-Màme;0,36
MÇthode 3CL;3CL-DPE, version 1.3;02/05/2013;312;E;79;F;1948;104,39;49,985399;2,921685;Vente;Maison Individuelle;80115;80;17 Rue de Bergen 80200 Bouchavesnes-Bergen;0,39
3CL - DPE;V2012;24/05/2013;200,5;D;43,61;E;1994;135;49,066299;6,960001;Vente;Maison Individuelle;57197;57;4 Rue Saint Michel 57510 Ernestviller;0,94
3CL - DPE;V2012;26/05/2013;424,54;F;15,48;C;1970;90;43,554192;2,093067;Vente;Maison Individuelle;81251;81;En Teste et la RÇnaudie 81700 Saint-Germain-des-PrÇs;0,54
MÇthode 3CL;3CL-DPE, version 1.3;15/05/2013;149;C;6;B;1978;110;45,278307;5,547636;Vente;Maison Individuelle;38450;38;Chemin de la Tour 38210 Saint-Quentin-sur-Isäre;0,46
MÇthode 3CL;3CL-DPE, version 1.3;17/05/2013;294;E;16;C;1989;80,08;;;Vente;Logement;87000;87;;0
MÇthode 3CL;3CL-DPE, version 1.3;17/05/2013;260;E;12;C;1989;78,86;;;Vente;Maison Individuelle;40130;40;;0
FACTURE - DPE;V2012;17/05/2013;164,46;D;7,34;B;2006;98,99;47,191199;-0,277015;Neuf;Maison Individuelle;49125;49;6b Rue de l?ouest 49700 DouÇ-en-Anjou;0,67
MÇthode 3CL;3CL-DPE, version 1.3;04/06/2013;273;E;63;F;1948;99;47,726893;4,144616;Vente;Maison Individuelle;89470;89;7 Rue Haute 89160 Villiers-les-Hauts;0,37
3CL - DPE;V2012;07/06/2013;0;N;0;N;1974;96,7;43,108179;1,446441;Location;Maison Individuelle;09224;09;route de bouche 09130 Pailhäs;0,37
MÇthode 3CL;3CL-DPE, version 1.3;08/05/2013;433;F;22;D;1983;29,28;49,087369;2,20042;Vente;Logement;95120;95;Impasse Bernay 95430 Butry-sur-Oise;0,33
MÇthode 3CL;3CL-DPE, version 1.3;30/04/2013;224;D;11;C;1983;103;;;Vente;Maison Individuelle;83630;83;;0
3CL - DPE;V2012;21/05/2013;189;D;44;E;1986;64;47,022167;4,829257;Vente;Logement;21054;21;14b Rue des VÇrottes 21200 Beaune;0,84
TROIS_CL_DPE;VERSION_2012;14/05/2013;246,24;E;73,87;F;1950;90,44;49,8404533;3,298055;Vente;Maison Individuelle;60158;60;Rue du GÇnÇral Leclerc (Pont) Saint-Quentin;0,71
TROIS_CL_DPE;VERSION_2012;15/05/2013;285,7;E;66,85;F;1959;110,25;48,279063;-3,561796;Vente;Maison Individuelle;29024;29;25 Rue de Depot 29270 Carhaix-Plouguer;0,73
3CL - DPE;V2012;31/05/2013;303,96;E;91,19;G;1940;82;;;Vente;Maison Individuelle;5070;05;;0
MÇthode 3CL;3CL-DPE, version 1.3;12/05/2013;473;G;28;D;1983;48;48,975996;-1,061276;Vente;Logement;50180;50;Rue du Bon Abri 50420 Tessy-Bocage;0,31
TROIS_CL_DPE;VERSION_2012;03/05/2013;321,24;E;75,17;F;1973;2098;45,77273;4,83344;Vente;BÉtiment collectif Ö usage principal d'habitation;69381;69;Rue GÇnÇral de Säve 69001 Lyon;0,34
MÇthode 3CL;3CL-DPE, version 1.3;16/05/2013;230;D;10;B;1989;98;47,448314;1,773954;Vente;Maison Individuelle;41140;41;11 Rue des Carnutes 41200 Millanáay;0,5
3CL - DPE;V2012;12/06/2013;388;F;17;C;1988;23,8;;;Vente;Logement;04205;04;;0
FACTURE - DPE;V2012;04/05/2013;304,32;E;71,21;F;1974;72,94;48,962332;2,166251;Vente;Logement;78358;78;51 Avenue le Kain 78600 Maisons-Laffitte;0,51
3CL - DPE;V2012;16/05/2013;120,02;C;28,09;D;1920;90;46,035644;4,051763;Location;Logement;42184;42;29 Rue de Saint-Alban 42153 Riorges;0,83
MÇthode 3CL;3CL-DPE, version 1.3;04/06/2013;720;G;44;E;1948;52,2;49,539926;4,446855;Vente;Maison Individuelle;08330;08;22 Rue du Pont Taillard 08300 Novy-Chevriäres;0,35
MÇthode Facture;;16/05/2013;0;N;0;N;1947;68,32;;;Vente;Logement;63700;63;;0
3CL - DPE;V2012;02/05/2013;206,51;D;8,77;B;2003;48,48;42,764881;3,0299;Vente;Maison Individuelle;66212;66;le Village Marin Catalan 66440 Torreilles;0,89
MÇthode 3CL;3CL-DPE, version 1.3;07/05/2013;139;C;27;D;2009;180;;;Vente;Maison Individuelle;77700;77;;0
FACTURE SEULE;V2012;25/06/2013;22,78;A;0,74;A;1969;73,98;45,842617;2,276913;Vente;Maison Individuelle;23198;23;la cour 23500 Saint-Georges-Nigremont;0,94
3CL - DPE;V2012;01/06/2013;195,19;D;23,4;D;1900;137,15;46,555186;5,491968;Vente;Maison Individuelle;39027;39;41 Route de Beaufort 39270 Augisey;0,94
MÇthode 3CL;3CL-DPE, version 1.3;10/05/2013;252;E;58;F;1948;130;;;Vente;Maison Individuelle;17160;17;;0
FACTURE;VERSION_2012;22/05/2013;299,8;E;8,92;B;1947;180;;;Vente;Maison Individuelle;37092;37;;0
FACTURE;VERSION_2012;07/05/2013;314,87;E;10,25;B;1900;58,15;46,296741;-0,532566;Vente;Maison Individuelle;79034;79;Rue de la Garenne 79000 Bessines;0,66
3CL - DPE;V2012;06/05/2013;303,73;E;14,05;C;1982;32;43,632955;3,846454;Vente;Logement;34172;34;15 Place Alphonse Laveran 34090 Montpellier;0,97
MÇthode Facture;;06/05/2013;110;C;25;D;1947;226;;;Vente;Logement;26000;26;;0
MÇthode 3CL;3CL-DPE, version 1.3;04/06/2013;120;C;3;A;2006;66,12;;;Vente;Logement;20137;2A;;0
Th-C-E;RT2005;05/06/2013;56,45;B;1,22;A;2013;71,37;43,893556;1,324225;Neuf;Maison Individuelle;82027;82;19 Rue des Eglantiers 82370 Campsas;0,54
TROIS_CL_DPE;VERSION_2012;13/05/2013;99,32;C;13,12;C;2000;139;;;Vente;Maison Individuelle;22062;22;;0
TROIS_CL_DPE;VERSION_2012;20/05/2013;127,66;C;29,87;D;2009;80,86;48,669871;6,207061;Vente;Logement;54274;54;111bis Rue de la RÇpublique 54140 Jarville-la-Malgrange;0,67
3CL - DPE;V2012;15/04/2013;137,11;C;4,4;A;2007;74,9;43,464062;4,945084;Vente;Maison Individuelle;13039;13;45 Avenue Pierre BÇrÇgovoy 13270 Fos-sur-Mer;0,96
MÇthode 3CL;3CL-DPE, version 1.3;21/05/2013;613;G;26;D;1978;63;46,539531;3,777382;Vente;Maison Individuelle;71220;71;Rue de la Croix 71160 Gilly-sur-Loire;0,39
3CL - DPE;V2012;23/05/2013;453,99;G;106,23;G;1955;92;46,345813;2,625427;Vente;Maison Individuelle;03098;03;5 Rue Montplaisir 03630 DÇsertines;0,96
FACTURE;VERSION_2012;22/05/2013;0;A;0;A;1800;120;;;Vente;Maison Individuelle;07065;07;;0
FACTURE - DPE;V2012;16/05/2013;85,32;N;2,78;N;1948;87;48,528922;0,752838;Vente;Maison Individuelle;61230;61;18 Rue Abbe Brionne 61290 Longny les Villages;0,76
MÇthode Facture;;19/06/2013;340;F;31;D;1947;111;;;Vente;Maison Individuelle;46700;46;;0
FACTURE - DPE;V2012;07/05/2013;218,84;D;51,21;E;1974;50;49,189012;-0,348589;Vente;Logement;14118;14;73 Avenue Georges Clemenceau 14000 Caen;0,56
FACTURE - DPE;V2012;27/05/2013;74,07;B;17,33;C;2006;3770,92;;;Neuf;Maison Individuelle;72181;72;;0
MÇthode 3CL;3CL-DPE, version 1.3;17/06/2013;158;D;47;E;1989;136;;;Vente;Maison Individuelle;12850;12;;0
TROIS_CL_DPE;VERSION_2012;14/05/2013;402,86;F;92,97;G;1960;70,31;49,374335;1,126015;Vente;Maison Individuelle;76069;76;37 Route de Paris 76240 Belbeuf;0,42
FACTURE;VERSION_2012;13/05/2013;255,76;E;59,84;F;1930;98;50,423905;2,846912;Vente;Maison Individuelle;62771;62;70 Rue Constant Darras 62430 Sallaumines;0,97
MÇthode Facture;;05/05/2013;211;D;49;E;1947;46,52;48,785646;2,32553;Vente;Logement;75016;75;Rue Nouvelle 94230 Cachan;0,34
MÇthode 3CL;3CL-DPE, version 1.3;28/06/2013;444;F;28;D;1975;92,6;;;Vente;Maison Individuelle;48400;48;;0
FACTURE - DPE;V2012;03/05/2013;162,61;D;17,8;C;1948;155;43,745303;7,424625;Vente;Maison Individuelle;06012;06;65 Boulevard de la Turbie 06240 Beausoleil;0,64
MÇthode 3CL;3CL-DPE, version 1.3;08/06/2013;256;E;76;F;1969;126,3;47,2097242;-1,4851775;Vente;Maison Individuelle;70190;70;Rue du GÇnÇral de Gaulle (Pont) Saint-SÇbastien-sur-Loire;0,73
MÇthode Facture;;20/05/2013;134;C;31;D;1947;199;;;Vente;Maison Individuelle;27140;27;;0
3CL - DPE;V2012;17/05/2013;198,7;D;9,95;B;2006;95,5;43,24943;2,312294;Vente;Maison Individuelle;11279;11;22 Avenue du Cabardes 11610 Pennautier;0,96
3CL - DPE;V2012;13/05/2013;122,09;C;28,57;D;2013;82;;;Vente;Logement;1078;01;;0
MÇthode 3CL;3CL-DPE, version 1.3;17/05/2013;293;E;68;F;1948;85,8;;;Vente;Logement;65000;65;;0
MÇthode Facture;;20/05/2013;154;D;36;E;1947;170;;;Vente;Maison Individuelle;02000;02;;0
3CL - DPE;V2012;10/06/2013;188,73;D;6,24;B;1996;40;42,555509;9,442702;Vente;Logement;20042;2B;Les Sables de Biguglia 20290 Borgo;0,66
MÇthode 3CL;3CL-DPE, version 1.3;25/05/2013;421;F;109;G;1948;78;47,04414;6,15132;Vente;Logement;25120;25;6 Rue Haute 25330 Chantrans;0,31
TROIS_CL_DPE;VERSION_2012;19/05/2013;144,56;C;33,82;D;2007;71,57;48,241646;7,541748;Location;Logement;67019;67;Rue des Vergers 67600 Baldenheim;0,39
MÇthode Facture;;10/06/2013;316;E;10;B;1947;105;;;Vente;Maison Individuelle;32190;32;;0
TROIS_CL_DPE;VERSION_2012;15/05/2013;259,42;E;77,82;F;1970;114,75;46,760895;-1,980098;Vente;Maison Individuelle;85234;85;25 Chemin des grandes chaumes 85160 Saint-Jean-de-Monts;0,78
MÇthode 3CL;3CL-DPE, version 1.3;07/06/2013;179;D;53;E;2001;85;49,365327;5,349432;Vente;Maison Individuelle;55170;55;Rue de l'Atre 55150 êcurey-en-Verdunois;0,3
FACTURE - DPE;V2012;21/05/2013;68;N;2,21;N;1948;107;45,025492;0,719065;Vente;Maison Individuelle;24571;24;1 Avenue Jean Moulin 24380 Vergt;0,64
FACTURE - DPE;V2012;16/05/2013;161,13;D;37,7;E;1948;100;48,730236;1,379782;Vente;Maison Individuelle;28134;28;avenue du pdt j fitzgerald kennedy 28100 Dreux;0,42
MÇthode Facture;;06/05/2013;630;G;20;C;1947;303;50,31021;3,519599;Vente;BÉtiment collectif Ö usage principal d'habitation;59221;59;46 Rue de la RÇsistance 59300 Famars;0,32
3CL - DPE;V2012;29/04/2013;220,95;D;12,25;C;2000;174;44,909749;-0,671404;Vente;Maison Individuelle;33519;33;18 Avenue de la BoÇtie 33320 Le Taillan-MÇdoc;0,97
3CL - DPE;V2012;29/04/2013;228,14;D;10,5;B;1972;119;43,551638;1,152905;Vente;Maison Individuelle;31075;31;Chemin de Mondou 31470 Bonrepos-sur-Aussonnelle;0,37
3CL - DPE;V2012;21/05/2013;301,62;E;54,77;E;1974;82;48,944686;4,33974;Vente;Maison Individuelle;51108;51;5 Rue de Courseulles-sur-Mer 51000 ChÉlons-en-Champagne;0,96
MÇthode 3CL;3CL-DPE, version 1.3;15/05/2013;220;D;11;C;1948;80;;;Location;Maison Individuelle;84370;84;;0
MÇthode 3CL;3CL-DPE, version 1.3;27/05/2013;326;E;71;F;1948;170;;;Vente;Maison Individuelle;73300;73;;0
3CL - DPE;V2012;18/04/2013;210,56;D;49,27;E;2012;55;50,3978893;3,0784903;Vente;Logement;68083;68;Rue du MarÇchal de Lattre de Tassigny (Pont) Flers-en-Escrebieux;0,73
3CL - DPE;V2012;19/05/2013;181,31;D;54,39;E;1974;129,5;45,770664;0,325325;Vente;Maison Individuelle;16003;16;Route de la Fosse Limousine 16110 Agris;0,33
FACTURE - DPE;V2012;03/06/2013;57,94;B;13,56;C;2006;935,44;48,32905;4,120934;Neuf;Maison Individuelle;10115;10;1 Rue de la RÇpublique 10150 Creney-präs-Troyes;0,67
3CL - DPE;V2012;13/05/2013;347;F;20;C;1960;68;43,361637;-1,395412;Vente;Maison Individuelle;64160;64;12 Avenue Jean Rumeau 64250 Cambo-les-Bains;0,96
MÇthode 3CL;3CL-DPE, version 1.3;21/05/2013;312;E;73;F;1973;92,1;;;Vente;Maison Individuelle;18000;18;;0
3CL - DPE;V2012;14/06/2013;374;F;73;F;1957;100;48,635893;4,967671;Vente;Maison Individuelle;52448;52;18 Avenue des Etats-unis 52100 Saint-Dizier;0,97
3CL - DPE;V2012;16/05/2013;234,76;E;54,93;E;1960;74,7;44,154454;4,090682;Vente;Maison Individuelle;30284;30;1 Avenue Maurice Thorez 30520 Saint-Martin-de-Valgalgues;0,62
FACTURE - DPE;V2012;29/05/2013;227,32;D;53,19;E;1974;60,6;48,779001;2,342029;Vente;Logement;94038;90;8 Rue de l'Avenir 94240 L'Haò-les-Roses;0,47
3CL - DPE;V2012;23/05/2013;0;N;0;N;1947;82,05;45,384823;3,354003;Vente;Maison Individuelle;43016;43;Lugeac 43390 Auzon;0,94
MÇthode 3CL;3CL-DPE, version 1.3;17/05/2013;146;C;34;D;1948;81,75;46,293064;0,897627;Vente;Maison Individuelle;86240;86;6 Rue Grande Saint-Remy 86390 Lathus-Saint-RÇmy;0,4
3CL - DPE;V2012;15/05/2013;220,67;D;11,29;C;2005;108;48,072957;2,378312;Vente;Maison Individuelle;45022;45;6 Rue de la Chapelle 45340 Batilly-en-GÉtinais;0,94
MÇthode Facture;;06/05/2013;174;D;40;E;1947;100;;;Vente;Logement;92390;92;;0
FACTURE - DPE;V2012;09/05/2013;262,86;E;7,7;B;1948;105;48,185525;-0,714316;Vente;Maison Individuelle;53195;53;3 Impasse des Blanches 53470 SacÇ;0,94
3CL - DPE;V2012;13/05/2013;269,57;E;63,08;F;1974;58;48,87517;2,534262;Vente;Logement;93032;93;Rue Raymond Poincare 93220 Gagny;0,35
3CL - DPE;V2012;07/05/2013;282,2;E;12,04;C;2000;15,55;;;Vente;Logement;1;44;;0
3CL - DPE;V2012;22/05/2013;501,3;G;71,51;F;1974;74;45,255711;4,699166;Vente;Maison Individuelle;07078;07;269 Rue de la RÇpublique 07430 DavÇzieux;0,96
3CL - DPE;V2012;23/07/2013;166,8;D;6,09;B;2010;66,41;42,683476;9,422428;Vente;Logement;20033;2B;Residence la Closerie des Chenes 20200 Bastia;0,87
FACTURE;VERSION_2012;13/05/2013;0;A;0;A;1947;78,2;48,741575;3,128422;Vente;Logement;77002;77;8 Rue de la Chapelle 77120 Amillis;0,41
3CL - DPE;V2012;21/05/2013;144,33;C;33,77;D;1998;129;47,024685;4,83848;Vente;Maison Individuelle;21054;21;5 Rue de Lorraine 21200 Beaune;0,39
MÇthode Facture;;17/06/2013;153;D;26;D;1947;93;;;Vente;Maison Individuelle;12000;12;;0
3CL - DPE;V2012;13/05/2013;269,57;E;63,08;F;1974;58;48,87517;2,534262;Vente;Logement;93032;93;Rue Raymond Poincare 93220 Gagny;0,35
3CL - DPE;V2012;18/05/2013;316,53;E;18,26;C;1978;109;;;Vente;Maison Individuelle;26101;26;;0
3CL - DPE;V2012;30/04/2013;110,1;C;3,56;A;2003;88,6;43,120623;6,139093;Vente;Logement;83069;83;12 Avenue 1äre Division Brosset 83400 Hyäres;0,66
MÇthode 3CL;3CL-DPE, version 1.3;16/05/2013;165;D;38;E;2001;113,89;;;Location;Maison Individuelle;47000;47;;0
MÇthode Facture;;15/05/2013;475;G;111;G;1947;37,94;;;Vente;Logement;94200;94;;0
MÇthode 3CL;3CL-DPE, version 1.3;29/04/2013;132;C;4;A;2006;84,36;;;Vente;Maison Individuelle;33720;33;;0
MÇthode Facture;;27/05/2013;263;E;61;F;1947;119,01;;;Vente;Logement;73100;73;;0
MÇthode 3CL;3CL-DPE, version 1.3;29/06/2013;317;E;95;G;1975;86,1;;;Vente;Maison Individuelle;48000;48;;0
MÇthode 3CL;3CL-DPE, version 1.3;06/06/2013;115;C;26;D;2001;102;;;Vente;Maison Individuelle;09500;09;;0
MÇthode 3CL;3CL-DPE, version 1.3;14/05/2013;445;F;26;D;1975;80;;;Vente;Maison Individuelle;60270;60;;0
MÇthode 3CL;3CL-DPE, version 1.3;13/05/2013;121;C;33;D;2006;67;44,0181739;2,9546595;Vente;Logement;74380;74;Chemin du ChÉteau Saint-Rome-de-Cernon;0,77
MÇthode 3CL;3CL-DPE, version 1.3;22/05/2013;327;E;14;C;1983;90;;;Vente;Maison Individuelle;18570;18;;0
3CL - DPE;V2012;27/05/2013;554;G;27;D;1974;117,5;;;Location;Maison Individuelle;43024;43;;0
MÇthode 3CL;3CL-DPE, version 1.3;19/06/2013;245;E;10;B;1989;124;44,643811;1,566927;Vente;Maison Individuelle;46110;46;Le Bourg 46240 C?ur de Causse;0,36
MÇthode 3CL;3CL-DPE, version 1.3;27/05/2013;361;F;21;D;1983;104;;;Vente;Maison Individuelle;36500;36;;0
FACTURE - DPE;V2012;05/06/2013;274,22;E;14,2;C;2006;80,63;;;Neuf;Maison Individuelle;89387;89;;0
MÇthode 3CL;3CL-DPE, version 1.3;17/05/2013;201;D;10;B;2006;114,66;;;Vente;Maison Individuelle;40510;40;;0
MÇthode 3CL;3CL-DPE, version 1.3;18/05/2013;253;E;59;F;1948;62;;;Vente;Logement;16000;16;;0
TROIS_CL_DPE;VERSION_2012;15/05/2013;219,57;D;46,55;E;1950;94,8;46,741821;-1,610566;Vente;Maison Individuelle;85003;85;13 Rue jean baptiste soñlard 85190 Aizenay;0,96
FACTURE - DPE;V2012;07/05/2013;168,45;D;34,26;D;1948;139;47,228936;-0,212116;Vente;Maison Individuelle;49282;49;Rue de la guichardiäre 49700 DouÇ-en-Anjou;0,37
MÇthode 3CL;3CL-DPE, version 1.3;05/06/2013;180;D;42;E;2001;108,27;;;Vente;Logement;05000;05;;0
TROIS_CL_DPE;VERSION_2012;15/05/2013;488,54;G;28,21;D;1949;29,99;47,997616;-4,096801;Vente;Logement;29232;29;2 Rue Julien Coic 29000 Quimper;0,57
MÇthode 3CL;3CL-DPE, version 1.3;07/05/2013;414;F;27;D;1948;85;;;Vente;Maison Individuelle;91230;91;;0
3CL - DPE;V2012;29/04/2013;209,66;D;10,91;B;1970;176,77;43,546488;1,168301;Vente;Maison Individuelle;31075;31;Route de Tourneris 31470 Bonrepos-sur-Aussonnelle;0,3
MÇthode 3CL;3CL-DPE, version 1.3;08/05/2013;137;C;5;A;2001;150;;;Vente;Maison Individuelle;56450;56;;0
MÇthode 3CL;3CL-DPE, version 1.3;30/05/2013;120;C;3;A;2006;66,16;;;Vente;Logement;20137;2A;;0
MÇthode 3CL;3CL-DPE, version 1.3;16/05/2013;160;D;7;B;1948;92,85;;;Location;Logement;84200;84;;0
MÇthode 3CL;3CL-DPE, version 1.3;13/05/2013;254;E;10;B;1989;20,77;;;Vente;Logement;17300;17;;0
FACTURE;VERSION_2012;21/06/2013;168,66;D;46,21;E;1900;450;44,966565;2,916737;Vente;Maison Individuelle;15059;15;La Chassagne 15430 Cussac;0,39
3CL - DPE;V2012;07/05/2013;325,6;E;18,08;C;1974;76,48;47,981772;1,786799;Vente;Maison Individuelle;45046;45;11 Rue des Prunus 45140 Boulay-les-Barres;0,4
MÇthode 3CL;3CL-DPE, version 1.3;10/06/2013;440;F;103;G;1948;76;;;Vente;Maison Individuelle;55170;55;;0
TROIS_CL_DPE;VERSION_2012;13/05/2013;282,35;E;13,74;C;2003;51,48;;;Vente;Logement;62190;62;;0
3CL - DPE;V2012;15/06/2013;0;N;0;N;1960;150,67;48,469767;4,763836;Vente;Maison Individuelle;52088;52;58 Rue Jacques d'Arc 52220 Ceffonds;0,95
3CL - DPE;V2012;18/04/2013;194,56;D;7,47;B;1990;86,8;43,52912;4,973349;Vente;Maison Individuelle;13047;13;7 Ronde des Cabridans 13800 Istres;0,97
MÇthode 3CL;3CL-DPE, version 1.3;02/05/2013;313;E;73;F;1948;91;;;Vente;Maison Individuelle;80800;80;;0
FACTURE - DPE;V2012;26/06/2013;100,83;N;3,28;N;1948;62;46,326819;1,905309;Vente;Maison Individuelle;23025;23;13 Rue Grande 23220 Bonnat;0,96
TROIS_CL_DPE;VERSION_2012;14/05/2013;333,92;F;100,17;G;1968;94,28;45,911624;4,839574;Vente;Maison Individuelle;01238;01;569 Chemin des Dorriers 01600 Massieux;0,44
3CL - DPE;V2012;06/05/2013;243,57;E;10,76;B;1970;26;42,693969;3,033479;Vente;Logement;66037;66;11 Avenue Mediterranee 66140 Canet-en-Roussillon;0,71
MÇthode Facture;;16/05/2013;268;E;47;E;1947;103,81;;;Vente;Logement;87000;87;;0
MÇthode Facture;;09/05/2013;156;D;36;E;1;89;43,2692895;6,5778098;Vente;Logement;92380;92;Rue des Quatres Vents (Pont) Grimaud;0,7
FACTURE - DPE;V2012;13/05/2013;215,56;D;47,48;E;1948;74;48,602055;0,108835;Location;Maison Individuelle;61036;61;Lieu Dit Saint Clair 61500 Belfonds;0,51
3CL - DPE;V2012;06/05/2013;244,99;E;11,2;C;1982;34;43,632955;3,846454;Vente;Logement;34172;34;15 Place Alphonse Laveran 34090 Montpellier;0,97
FACTURE;VERSION_2012;07/05/2013;290,92;E;9,47;B;1900;63,39;46,293116;-0,527074;Location;Maison Individuelle;79034;79;29 Rue de la Chaine 79000 Bessines;0,46
FACTURE;VERSION_2012;17/05/2013;245,78;E;50,54;E;1900;88;;;Vente;Maison Individuelle;41083;41;;0
MÇthode 3CL;3CL-DPE, version 1.3;20/05/2013;246;E;11;C;1983;130;;;Vente;Maison Individuelle;54460;54;;0
MÇthode Facture;;05/05/2013;162;D;38;E;1947;104;48,81386;2,50052;Vente;Logement;75017;75;154 Rue de Verdun 94500 Champigny-sur-Marne;0,45
MÇthode Facture;;22/05/2013;128;C;30;D;1947;57,69;;;Vente;Logement;71000;71;;0
MÇthode 3CL;3CL-DPE, version 1.3;18/05/2013;354;F;92;G;1948;106,5;;;Vente;Maison Individuelle;86170;86;;0
3CL - DPE;V2012;14/05/2013;375;F;16;C;1987;14,7;;;Vente;Logement;14117;14;;0
MÇthode 3CL;3CL-DPE, version 1.3;17/05/2013;517;G;32;D;1948;89,41;;;Vente;Maison Individuelle;65600;65;;0
MÇthode Facture;;07/05/2013;175;D;41;E;1947;123;;;Vente;Maison Individuelle;59240;59;;0
MÇthode 3CL;3CL-DPE, version 1.3;12/06/2013;143;C;6;B;1948;63,19;;;Vente;Logement;19100;19;;0
TROIS_CL_DPE;VERSION_2012;19/05/2013;365,88;F;85,61;G;1950;69;48,206743;7,572233;Location;Logement;67011;67;33 Rue Principale 67390 Artolsheim;0,95
MÇthode 3CL;3CL-DPE, version 1.3;16/05/2013;137;C;5;A;1948;70;;;Location;Logement;30540;30;;0
MÇthode 3CL;3CL-DPE, version 1.3;17/05/2013;142;C;4;A;2001;140;;;Vente;Maison Individuelle;42300;42;;0
3CL - DPE;V2012;06/05/2013;302,39;E;14,53;C;1988;88,36;48,077527;-0,695461;Vente;Maison Individuelle;53034;53;21 Rue du Plessis Nonain 53960 Bonchamp-läs-Laval;0,84
MÇthode 3CL;3CL-DPE, version 1.3;03/05/2013;195;D;10;B;1989;98,5;;;Vente;Maison Individuelle;06200;06;;0
MÇthode 3CL;3CL-DPE, version 1.3;15/05/2013;295;E;59;F;1948;154;;;Vente;Maison Individuelle;11500;11;;0
MÇthode 3CL;3CL-DPE, version 1.3;12/05/2013;398;F;24;D;1978;82,78;48,786151;-1,204388;Vente;Maison Individuelle;50130;50;2 Route de la Nouette 50800 ChÇrencÇ-le-HÇron;0,37
MÇthode 3CL;3CL-DPE, version 1.3;13/06/2013;299;E;26;D;1983;77,8;;;Vente;Maison Individuelle;70600;70;;0
MÇthode Facture;;12/06/2013;0;N;0;N;1947;33,55;;;Vente;Maison Individuelle;04120;04;;0
MÇthode Facture;;30/05/2013;294;E;49;E;1947;130,75;;;Vente;Maison Individuelle;39000;39;;0
3CL - DPE;V2012;23/05/2013;361,6;F;108,48;G;1900;50;46,418519;2,412743;Vente;Maison Individuelle;03051;03;7 Rue George Sand 03370 ChambÇrat;0,42
