"N°DPE","Date_réception_DPE","Date_établissement_DPE","Date_visite_diagnostiqueur","Modèle_DPE","N°_DPE_remplacé","Date_fin_validité_DPE","Version_DPE","N°_DPE_immeuble_associé","Méthode_du_DPE","N°_immatriculation_copropriété","Invariant_fiscal_logement","Etiquette_DPE","Etiquette_GES","Conso_kWhep/m²/an","Emission_GES_kgCO2/m²/an","Année_construction","Catégorie_ERP","Période_construction","Secteur_activité","Nombre_occupant","Surface_(SHON)","Surface_utile","Type_énergie_principale_chauffage","Adresse_brute","Nom__commune_(BAN)","Code_INSEE_(BAN)","N°_voie_(BAN)","Identifiant__BAN","Adresse_(BAN)","Code_postal_(BAN)","Score_BAN","Nom__rue_(BAN)","Coordonnée_cartographique_X_(BAN)","Coordonnée_cartographique_Y_(BAN)","Code_postal_(brut)","N°_étage_appartement","Nom_résidence","Complément_d'adresse_bâtiment","Cage_d'escalier","Complément_d'adresse_logement","Statut_géocodage","Nom__commune_(Brut)","N°_département_(BAN)","N°_région_(BAN)","Conso_é_finale_énergie_n°1","Conso_é_primaire_énergie_n°1","Type_énergie_n°1","Type_usage_énergie_n°1","Frais_annuel_énergie_n°1","Année_relève_conso_énergie_n°1","Conso_é_finale_énergie_n°2","Conso_é_primaire_énergie_n°2","Type_énergie_n°2","Type_usage_énergie_n°2","Frais_annuel_énergie_n°2","Année_relève_conso_énergie_n°2","Conso_é_finale_énergie_n°3","Conso_é_primaire_énergie_n°3","Type_énergie_n°3","Type_usage_énergie_n°3","Frais_annuel_énergie_n°3","Année_relève_conso_énergie_n°3"
"2469T0231252R","2024-01-22","2024-01-21","2023-11-16","DPE 2006 tertiaire et ERP",,"2034-01-20",2.3,,"dpe tertiaire vierge",,,,,,,,"5ème Catégorie","avant 1948","J : Structures d’accueil pour personnes âgées ou personnes handicapées",0,82,100,,"IMMEUBLE 23 RUE ROYALE - 12 QUAI LASSAGNE","Lyon","69381",,"69381_0275","Quai André Lassagne 69001 Lyon","69001",0.6,"Quai André Lassagne",842809.98,6520601.07,69001,0,,"23/ACT/15860",,"ETAGE RDC - LOT 120","adresse géocodée ban à l'adresse","LYON 01","69","84",,,,,,,,,,,,,,,,,,
"2462T0193485V","2024-01-18","2024-01-17","2024-01-15","DPE 2006 tertiaire et ERP",,"2034-01-16",2.3,,"dpe tertiaire facture dans un bâtiment de logement",,,"D","C",175.7,24.4,,"5ème Catégorie","1948-1974","J : Structures d’accueil pour personnes âgées ou personnes handicapées",0,67,100,,"250 RUE ELIE GRUYELLE","Hénin-Beaumont","62427","250","62427_0250_00250","250 Rue Elie Gruyelle 62110 Hénin-Beaumont","62110",0.69,"Rue Elie Gruyelle",696619.47,7035931.55,62110,0,,"24/IMO/0062",,,"adresse géocodée ban à l'adresse","HENIN BEAUMONT","62","32",7207.2,7207.2,"Gaz naturel","périmètre de l'usage inconnu",2091,2023,2500,5750,"Électricité","périmètre de l'usage inconnu",725,2023,,,,,,
"2489T0208210F","2024-01-19","2024-01-18","2024-01-09","DPE 2006 tertiaire et ERP",,"2034-01-17",2.3,,"dpe tertiaire vierge",,,,,,,,"5ème Catégorie","1948-1974","J : Structures d’accueil pour personnes âgées ou personnes handicapées",0,70.3,100,,"1 Place du 4 Septembre","Champignelles","89073","1","89073_0375_00001","1 Place du 4 Septembre 89350 Champignelles","89350",0.39,"Place du 4 Septembre",705504.13,6742337.9,89350,0,,"20240109RENOUARD",,,"adresse géocodée ban à l'adresse","CHAMPIGNELLES","89","27",,,,,,,,,,,,,,,,,,
"2459T0240698P","2024-01-22","2024-01-21","2024-01-15","DPE 2006 tertiaire et ERP",,"2034-01-20",2.3,,"dpe tertiaire facture",,,"C","C",252.5,33.3,1989,"3ème Catégorie","1989-2000","J : Structures d’accueil pour personnes âgées ou personnes handicapées",87,3844,100,,"EHPAD RESIDENCE HARMONIE
 1 Faubourg Fauroeulx","Le Quesnoy","59481","1","59481_0260_00001","1 Faubourg Fauroeulx 59530 Le Quesnoy","59530",0.58,"Faubourg Fauroeulx",745900.93,7016578.6,59530,0,,"ADE2416736",,,"adresse géocodée ban à l'adresse","LE QUESNOY","59","32",558437.8,558437.8,"Gaz naturel","périmètre de l'usage inconnu",28475.3,2023,221341.7,509085.8,"Électricité","périmètre de l'usage inconnu",41391,2023,,,,,,
"2477T0220544D","2024-01-19","2024-01-18","2024-01-18","DPE 2006 tertiaire et ERP",,"2034-01-17",2.3,,"dpe tertiaire vierge",,,,,,,,"5ème Catégorie","1948-1974","J : Structures d’accueil pour personnes âgées ou personnes handicapées",0,565.3,100,,"95 RUE GLORIETTE","Brie-Comte-Robert","77053","95","77053_0409_00095","95 Rue Gloriette 77170 Brie-Comte-Robert","77170",0.58,"Rue Gloriette",671187.68,6844812.2,77170,0,,"24/OPE/2174",,,"adresse géocodée ban à l'adresse","BRIE COMTE ROBERT, France","77","11",,,,,,,,,,,,,,,,,,
"2447T0180540J","2024-01-17","2024-01-16","2024-01-16","DPE 2006 tertiaire et ERP",,"2034-01-15",2.3,,"dpe tertiaire vierge",,,,,,,,"5ème Catégorie","1948-1974","J : Structures d’accueil pour personnes âgées ou personnes handicapées",0,17,100,,"Pech et Lafon
Accueil","Clairac","47065",,"47065_0138","Route du Pech 47320 Clairac","47320",0.51,"Route du Pech",490866.37,6366161.43,47320,0,,"24/IMO/1365",,,"adresse géocodée ban à l'adresse","CLAIRAC","47","75",,,,,,,,,,,,,,,,,,
"2477T0167425C","2024-01-16","2024-01-15","2024-01-15","DPE 2006 tertiaire et ERP",,"2034-01-14",2.3,,"dpe tertiaire facture",,,"B","B",163,30.3,1976,"5ème Catégorie","1975-1977","J : Structures d’accueil pour personnes âgées ou personnes handicapées",0,4500,100,,"2-4 rue de Terfaux","Meaux","77284","4","77284_1320_00004","4 Rue Terfaux 77100 Meaux","77100",0.62,"Rue Terfaux",691116.53,6872475.48,77100,0,,"240116SYP_LOGIRYS_MEAUX22062",,,"adresse géocodée ban à l'adresse","MEAUX","77","11",639247.7,639247.7,"Gaz naturel","périmètre de l'usage inconnu",36605,2023,72887,167640.1,"Électricité","périmètre de l'usage inconnu",25217,2023,,,,,,
"2423T0197999Y","2024-01-18","2024-01-17","2023-12-04","DPE 2006 tertiaire et ERP",,"2034-01-16",2.3,,"dpe tertiaire facture",,,"D","C",206.1,23.7,2018,"5ème Catégorie","2013-2021","J : Structures d’accueil pour personnes âgées ou personnes handicapées",0,3898,100,,"2 RUE Alfred Dreyfus 
LA ROSE DES VENTS","Guéret","23096","2","23096_0023_00002","2 Rue Alfred Dreyfus 23000 Guéret","23000",0.52,"Rue Alfred Dreyfus",614392.89,6564925.88,23000,0,,"2311CNALI - BI2140000000820",,,"adresse géocodée ban à l'adresse","GUERET","23","75",216391,497699.3,"Électricité","périmètre de l'usage inconnu",62768.7,2024,385864.1,385864.1,"Gaz naturel","périmètre de l'usage inconnu",42911.7,2024,,,,,,
"2434T0161256E","2024-01-16","2024-01-15","2024-01-15","DPE 2006 tertiaire et ERP",,"2034-01-14",2.3,,"dpe tertiaire vierge",,,,,,,,"5ème Catégorie","1989-2000","J : Structures d’accueil pour personnes âgées ou personnes handicapées",0,354,100,,"11 Rue de la Lucque","Saint-André-de-Sangonis","34239","11","34239_0150_00011","11 Rue de la Lucque 34725 Saint-André-de-Sangonis","34725",0.53,"Rue de la Lucque",742260.98,6283895.39,34725,0,,"145510",,,"adresse géocodée ban à l'adresse","SAINT-ANDRÉ-DE-SANGONIS","34","76",,,,,,,,,,,,,,,,,,
"2462T0181287R","2024-01-17","2024-01-16","2024-01-16","DPE 2006 tertiaire et ERP",,"2034-01-15",2.3,,"dpe tertiaire facture",,,"C","C",248.9,36.6,2008,"3ème Catégorie","2006-2012","J : Structures d’accueil pour personnes âgées ou personnes handicapées",33,1866,100,,"EHPAD ST ALBERT CANTOU
 26 Rue du 8 mai 1945","Auchy-lès-Hesdin","62050","26","62050_5z8def_00026","26 Rue du 8 Mai 1945 62770 Auchy-lès-Hesdin","62770",0.48,"Rue du 8 Mai 1945",635885.57,7033543.68,62770,0,,"ADE2416582",,,"adresse géocodée ban à l'adresse","AUCHY LES HESDIN","62","32",305312.3,305312.3,"Gaz naturel","périmètre de l'usage inconnu",19084.3,2022,89408.6,205639.7,"Électricité","périmètre de l'usage inconnu",5185.7,2023,,,,,,
"2475T0196872P","2024-01-18","2024-01-17","2023-08-13","DPE 2006 tertiaire et ERP",,"2034-01-16",2.3,,"dpe tertiaire bâtiment neuf",,,"E","E",250.6,44.2,2025,"1ère Catégorie","après 2021","J : Structures d’accueil pour personnes âgées ou personnes handicapées",,,51242.1,"Gaz naturel","Place du Maréchal de Lattre de Tassigny","Paris","75116",,"75116_6040","Place du Maréchal de Lattre de Tassigny 75016 Paris","75016",0.97,"Place du Maréchal de Lattre de Tassigny",646800.66,6863768.89,75016,,,,,,"adresse géocodée ban à l'adresse","Paris","75","11",9413066.8,9413066.8,"Gaz naturel","Chauffage",580630.1,,711122.3,1635581.3,"Électricité","Eclairage",113721.6,,642274.9,1477232.4,"Électricité","auxiliaires et ventilation",102711.6,
"2491T0223589U","2024-01-21","2024-01-20","2024-01-17","DPE 2006 tertiaire et ERP","2491T0223587S","2034-01-19",2.3,,"dpe tertiaire vierge",,,,,,,,"5ème Catégorie","1975-1977","J : Structures d’accueil pour personnes âgées ou personnes handicapées",0,25.5,100,,"1 Rue Georges Bizet","Crosne","91191","1","91191_0830_00001","1 Rue Georges Bizet 91560 Crosne","91560",0.51,"Rue Georges Bizet",660686.99,6846910.41,91560,0,,"110124.1255",,"Bat. 1; Esc. 1; Etage SS; Porte 1","adresse géocodée ban à l'adresse","CROSNE","91","11",,,,,,,,,,,,,,,,,,
"2460T0192391R","2024-01-18","2024-01-17","2024-01-16","DPE 2006 tertiaire et ERP",,"2034-01-16",2.3,,"dpe tertiaire vierge dans un bâtiment de logement",,,,,,,,"5ème Catégorie","1989-2000","J : Structures d’accueil pour personnes âgées ou personnes handicapées",0,45.6,100,,"5 RUE DE LA TENURE","Lamorlaye","60346","5","60346_0860_00005","5 Rue de la Tenure 60260 Lamorlaye","60260",0.57,"Rue de la Tenure",659194.4,6895108.51,60260,0,,"M00010497/FLB",,,"adresse géocodée ban à l'adresse","LAMORLAYE","60","32",,,,,,,,,,,,,,,,,,
"2495T0212816P","2024-01-19","2024-01-18","2024-01-07","DPE 2006 tertiaire et ERP",,"2034-01-17",2.3,,"dpe tertiaire facture dans un bâtiment de logement",,,"C","B",143.8,4,,"5ème Catégorie","1948-1974","J : Structures d’accueil pour personnes âgées ou personnes handicapées",0,140.9,100,,"5 RUE DE L'INDUSTRIE","Saint-Ouen-l'Aumône","95572","5","95572_0363_00005","5 Rue de l'Industrie 95310 Saint-Ouen-l'Aumône","95310",0.58,"Rue de l'Industrie",635476.7,6884227.7,95310,0,,"XF 2401010",,,"adresse géocodée ban à l'adresse","SAINT-OUEN-L'AUMÔNE","95","11",9693.3,22294.7,"Électricité","Ascenseur(s)",2811.7,2023,,,,,,,,,,,,
"2487T0183978D","2024-01-17","2024-01-16","2024-01-03","DPE 2006 tertiaire et ERP",,"2034-01-15",2.3,,"dpe tertiaire facture",,,"B","A",36.6,1,1980,"5ème Catégorie","1978-1982","J : Structures d’accueil pour personnes âgées ou personnes handicapées",0,269.4,100,,"6 Allée de Dion Bouton","Feytiat","87065","6","87065_0092_00006","6 Allée de Dion Bouton 87220 Feytiat","87220",0.95,"Allée de Dion Bouton",568241.08,6525352,87220,0,,"12594-1823",,"Etage : Rdc","adresse non géocodée ban car aucune correspondance trouvée","FEYTIAT","87","75",4716,10846.8,"Électricité","périmètre de l'usage inconnu",607.3,2022,,,,,,,,,,,,
"2475T0187624X","2024-01-17","2024-01-16","2023-08-13","DPE 2006 tertiaire et ERP",,"2034-01-15",2.3,,"dpe tertiaire bâtiment neuf",,,"E","E",248.4,43,2025,"1ère Catégorie","après 2021","J : Structures d’accueil pour personnes âgées ou personnes handicapées",,,51242.1,"Gaz naturel","Place du Maréchal de Lattre de Tassigny","Paris","75116",,"75116_6040","Place du Maréchal de Lattre de Tassigny 75016 Paris","75016",0.97,"Place du Maréchal de Lattre de Tassigny",646800.66,6863768.89,75016,,,,,,"adresse géocodée ban à l'adresse","Paris","75","11",9122211.6,9122211.6,"Gaz naturel","Chauffage",562701.6,,721110.3,1658553.6,"Électricité","auxiliaires et ventilation",115318,,711122.3,1635581.3,"Électricité","Eclairage",113720.8,
"2484T0236390W","2024-01-22","2024-01-21","2023-12-18","DPE 2006 tertiaire et ERP","2384T4438170T","2034-01-20",2.3,,"dpe tertiaire facture",,,"C","A",214.6,6,,"5ème Catégorie","1948-1974","J : Structures d’accueil pour personnes âgées ou personnes handicapées",0,3766,100,,"1254 Route du Hameau de Veaux 
LE CENTENAIRE","Malaucène","84069","1254","84069_0494_01254","1254 Route de Veaux 84340 Malaucène","84340",0.58,"Route de Veaux",870497.9,6345330.65,84340,0,,"2311CPAAI - BI2140000000830",,,"adresse géocodée ban à l'adresse","MALAUCENE, France","84","93",386553,889071.9,"Électricité","périmètre de l'usage inconnu",112127,2023,,,,,,,,,,,,
"2475T0227821Y","2024-01-22","2024-01-21","2023-08-13","DPE 2006 tertiaire et ERP","2475T0211269I","2034-01-20",2.3,,"dpe tertiaire bâtiment neuf",,,"E","E",235.2,40.4,2025,"1ère Catégorie","après 2021","J : Structures d’accueil pour personnes âgées ou personnes handicapées",,,51242.1,"Gaz naturel","Place du Maréchal de Lattre de Tassigny","Paris","75116",,"75116_6040","Place du Maréchal de Lattre de Tassigny 75016 Paris","75016",0.97,"Place du Maréchal de Lattre de Tassigny",646800.66,6863768.89,75016,,,,,,"adresse géocodée ban à l'adresse","Paris","75","11",8553099.5,8553099.5,"Gaz naturel","Chauffage",527621.3,,710761.3,1634750.9,"Électricité","Eclairage",113663.5,,648846.9,1492348,"Électricité","auxiliaires et ventilation",103762.3,
"2436T0232751B","2024-01-22","2024-01-21","2024-01-21","DPE 2006 tertiaire et ERP",,"2034-01-20",2.3,,"dpe tertiaire vierge dans un bâtiment de logement",,,,,,,,"5ème Catégorie","1975-1977","J : Structures d’accueil pour personnes âgées ou personnes handicapées",0,108,100,,"1 BD BLAISE PASCAL
étage0","Châteauroux","36044","1","36044_0360_00001","1 Boulevard Blaise Pascal 36000 Châteauroux","36000",0.66,"Boulevard Blaise Pascal",602090.01,6634140.74,36000,0,,"OPAC361_02_0133_31_01_01339024_DDTLL",,,"adresse géocodée ban à l'adresse","CHATEAUROUX","36","24",,,,,,,,,,,,,,,,,,
"2469T0232518J","2024-01-22","2024-01-21","2023-02-07","DPE 2006 tertiaire et ERP",,"2034-01-20",2.3,,"dpe tertiaire facture",,,"D","B",276.6,7.7,,"5ème Catégorie","avant 1948","J : Structures d’accueil pour personnes âgées ou personnes handicapées",0,65,100,,"Place du centre","Sainte-Foy-l'Argentière","69201",,"69201_0042","Place du Centre 69610 Sainte-Foy-l'Argentière","69610",0.44,"Place du Centre",814274.32,6513226.49,69610,0,,"23-1800-6100",,,"adresse géocodée ban à l'adresse","SAINTE-FOY-L'ARGENTIÈRE, France","69","84",8600,19780,"Électricité","périmètre de l'usage inconnu",435,2022,,,,,,,,,,,,
"2475T0180304J","2024-01-17","2024-01-16","2023-08-13","DPE 2006 tertiaire et ERP","2475T0180280L","2034-01-15",2.3,,"dpe tertiaire bâtiment neuf",,,"E","E",278.7,48.9,2025,"1ère Catégorie","après 2021","J : Structures d’accueil pour personnes âgées ou personnes handicapées",,,50890.6,"Gaz naturel","Place du Maréchal de Lattre de Tassigny","Paris","75116",,"75116_6040","Place du Maréchal de Lattre de Tassigny 75016 Paris","75016",0.97,"Place du Maréchal de Lattre de Tassigny",646784.28,6863718,75016,,,,,,"adresse géocodée ban à l'adresse","Paris","75","11",10345198.2,10345198.2,"Gaz naturel","Chauffage",638087.2,,766730.6,1763480.4,"Électricité","auxiliaires et ventilation",122614.8,,746171.1,1716193.4,"Électricité","Eclairage",119326.9,
"2444T0161792E","2024-01-16","2024-01-15","2024-01-10","DPE 2006 tertiaire et ERP",,"2034-01-14",2.3,,"dpe tertiaire facture dans un bâtiment de logement",,,"D","B",260.3,7.2,,"5ème Catégorie","1948-1974","J : Structures d’accueil pour personnes âgées ou personnes handicapées",0,74,100,"Électricité","13 rue du professeur Jean Bernard","Couëron","44047","13","44047_0287_00013","13 Rue du Professeur Jean Bernard 44220 Couëron","44220",0.58,"Rue du Professeur Jean Bernard",342469.65,6689735.07,44220,0,,"24/01/Baudet/1476",,,"adresse géocodée ban à l'adresse","COUERON","44","52",9214,21192.2,"Électricité","Chauffage",1200,2023,,,,,,,,,,,,
"2462T0178507T","2024-01-17","2024-01-16","2024-01-16","DPE 2006 tertiaire et ERP",,"2034-01-15",2.3,,"dpe tertiaire vierge",,,,,,,,"5ème Catégorie","1948-1974","J : Structures d’accueil pour personnes âgées ou personnes handicapées",0,28,100,,"1 Rue Roger Salengro","Outreau","62643","1","62643_0640_00001","1 Rue Roger Salengro 62230 Outreau","62230",0.68,"Rue Roger Salengro",601153.67,7068839.53,62230,0,,"TPCA/24/IMO/0665",,"Bureau 7","adresse géocodée ban à l'adresse","OUTREAU","62","32",,,,,,,,,,,,,,,,,,
"2467T0240406R","2024-01-22","2024-01-21","2024-01-18","DPE 2006 tertiaire et ERP",,"2034-01-20",2.3,,"dpe tertiaire facture dans un bâtiment de logement",,,"E","B",288,8,,"5ème Catégorie","avant 1948","J : Structures d’accueil pour personnes âgées ou personnes handicapées",0,70,100,,"12 rue du Maréchal Foch","Ostwald","67365","12","67365_0480_00012","12 Rue du Maréchal Foch 67540 Ostwald","67540",0.66,"Rue du Maréchal Foch",1047437.53,6837240.86,67540,0,,"24/IMO/0097",,,"adresse géocodée ban à l'adresse","OSTWALD","67","44",9643.3,22179.7,"Électricité","périmètre de l'usage inconnu",2117.2,2024,,,,,,,,,,,,
"2483T0216495Q","2024-01-19","2024-01-18","2024-01-17","DPE 2006 tertiaire et ERP",,"2034-01-17",2.3,,"dpe tertiaire facture",,,"C","A",104.5,2.9,,"5ème Catégorie","avant 1948","J : Structures d’accueil pour personnes âgées ou personnes handicapées",0,55,100,"Électricité","7 rue Gutenberg","Saint-Maximin-la-Sainte-Baume","83116","7","83116_0520_00007","7 Rue Gutenberg 83470 Saint-Maximin-la-Sainte-Baume","83470",0.62,"Rue Gutenberg",931512.08,6265811.57,83470,0,,"24-01-071",,"RDC","adresse géocodée ban à l'adresse","SAINT-MAXIMIN-LA-SAINTE-BAUME","83","93",2750,6325,"Électricité","Chauffage",980,2023,,,,,,,,,,,,
"2443T0179026Z","2024-01-17","2024-01-16","2024-01-08","DPE 2006 tertiaire et ERP",,"2034-01-15",2.3,,"dpe tertiaire facture",,,"B","B",110.4,18.4,,"5ème Catégorie","1989-2000","J : Structures d’accueil pour personnes âgées ou personnes handicapées",0,980,100,,"ADPEP - 15 Chemin Louis Coudeyre","Fontannes","43096","15","43096_2sxlzo_00015","15 Rue Lous Coudeyre 43100 Fontannes","43100",0.45,"Rue Lous Coudeyre",733494.8,6465499.69,43100,0,,"0109100024J",,,"adresse géocodée ban à l'adresse","FONTANNES","43","84",82755.7,82755.7,"Gaz naturel","périmètre de l'usage inconnu",5793,2023,15780,36294,"Électricité","périmètre de l'usage inconnu",2998,2024,,,,,,
"2467T0166467W","2024-01-16","2024-01-15","2024-01-15","DPE 2006 tertiaire et ERP",,"2034-01-14",2.3,,"dpe tertiaire facture",,,"D","C",215.2,18.4,,"5ème Catégorie","avant 1948","J : Structures d’accueil pour personnes âgées ou personnes handicapées",0,104,100,,"11 Place des Halles","Strasbourg","67482","11","67482_3050_00011","11 Place des Halles 67000 Strasbourg","67000",0.71,"Place des Halles",1049537.68,6842455.83,67000,0,,"24/ESV67/12354/ALA",,"Local professionnel 2ème Etage - Lot 6","adresse géocodée ban à l'adresse","STRASBOURG","67","44",7613,17509.9,"Électricité","périmètre de l'usage inconnu",1452,2023,7104.2,7104.2,"Gaz naturel","périmètre de l'usage inconnu",790,2022,,,,,,
"2405T0167225Q","2024-01-16","2024-01-15","2024-01-15","DPE 2006 tertiaire et ERP",,"2034-01-14",2.3,,"dpe tertiaire facture",,,"E","E",346.6,66.1,,"5ème Catégorie","avant 1948","J : Structures d’accueil pour personnes âgées ou personnes handicapées",0,54.3,100,,"copropriété l'auberge","Saint-André-d'Embrun","05128",,"05128_0098","Route de Crévoux 05200 Saint-André-d'Embrun","05200",0.44,"Route de Crévoux",980593.61,6392067.71,5200,0,,"202421808%icert",,,"adresse géocodée ban à l'adresse","CRÉVOUX, France","05","93",13800,13800,"Propane","périmètre de l'usage inconnu",1974,2024,3000,6900,"Électricité","périmètre de l'usage inconnu",870,2024,,,,,,
"2417T0231601C","2024-01-22","2024-01-21","2022-10-25","DPE 2006 tertiaire et ERP",,"2034-01-20",2.3,,"dpe tertiaire vierge dans un bâtiment de logement",,,,,,,,"5ème Catégorie","avant 1948","J : Structures d’accueil pour personnes âgées ou personnes handicapées",0,48.7,100,,"10 rue de la Poste","La Jarrie","17194","10","17194_0300_00010","10 Rue de la Poste 17220 La Jarrie","17220",0.48,"Rue de la Poste",390447.84,6566704.12,17220,0,,"22/ACM/10878/QUA_p01",,,"adresse géocodée ban à l'adresse","LA JARRIE","17","75",,,,,,,,,,,,,,,,,,
"2476T0230582E","2024-01-22","2024-01-21","2024-01-09","DPE 2006 tertiaire et ERP",,"2034-01-20",2.3,,"dpe tertiaire vierge dans un bâtiment de logement",,,,,,,,"5ème Catégorie","avant 1948","J : Structures d’accueil pour personnes âgées ou personnes handicapées",0,37,100,,"22 rue Edouard Adam","Rouen","76540","22","76540_2830_00022","22 Rue Edouard Adam 76000 Rouen","76000",0.7,"Rue Edouard Adam",562621.62,6928608.68,76000,0,,"24/IMMO/2141",,"RDC","adresse géocodée ban à l'adresse","ROUEN","76","28",,,,,,,,,,,,,,,,,,
"2433T0168201G","2024-01-16","2024-01-15","2024-01-15","DPE 2006 tertiaire et ERP",,"2034-01-14",2.3,,"dpe tertiaire facture",,,"D","B",203.6,5.7,,"5ème Catégorie","1989-2000","J : Structures d’accueil pour personnes âgées ou personnes handicapées",3,75.5,100,,"2 allée du Centre
rue du Mirail","Artigues-près-Bordeaux","33013",,"33013_0215","Avenue du Mirail 33370 Artigues-près-Bordeaux","33370",0.51,"Avenue du Mirail",424334.29,6424314.49,33370,0,,"JLD2024-01-5374",,,"adresse géocodée ban à l'adresse","ARTIGUES-PRÈS-BORDEAUX","33","75",7352,16909.6,"Électricité","périmètre de l'usage inconnu",4338,2024,,,,,,,,,,,,
"2477T0226719Q","2024-01-22","2024-01-21","2024-01-18","DPE 2006 tertiaire et ERP",,"2034-01-20",2.3,,"dpe tertiaire facture",,,"C","A",233.7,6.5,2013,"5ème Catégorie","2013-2021","J : Structures d’accueil pour personnes âgées ou personnes handicapées",10,220,100,,"Chemin rural des meuniers - Batiment : Antilles","Vaux-le-Pénil","77487",,"77487_1078","Chemin des Meuniers 77000 Vaux-le-Pénil","77000",0.51,"Chemin des Meuniers",678173.53,6824213.45,77000,0,,"MA2212197589 - bat Antilles",,,"adresse géocodée ban à l'adresse","VAUX LE PENIL","77","11",24587.1,56550.3,"Électricité","périmètre de l'usage inconnu",7132,2023,,,,,,,,,,,,
"2405T0183680N","2024-01-17","2024-01-16","2024-01-16","DPE 2006 tertiaire et ERP",,"2034-01-15",2.3,,"dpe tertiaire facture",,,"D","B",223,8.6,,"5ème Catégorie","avant 1948","J : Structures d’accueil pour personnes âgées ou personnes handicapées",0,179,100,,"copropriété l'auberge","Saint-André-d'Embrun","05128",,"05128_0098","Route de Crévoux 05200 Saint-André-d'Embrun","05200",0.44,"Route de Crévoux",980593.61,6392067.71,5200,0,,"202421810%icert",,,"adresse géocodée ban à l'adresse","CRÉVOUX, France","05","93",11000,25300,"Électricité","périmètre de l'usage inconnu",3481,2024,16800,16800,"Bois – Bûches","périmètre de l'usage inconnu",538,2024,1794,1794,"Propane","périmètre de l'usage inconnu",257,2024
